PassengerId,Survived_pred,Survived_prob
1228,0,0.19289543389359406
1229,0,0.09788087467035125
1230,0,0.22625724875532427
1231,0,0.13333424916580736
1232,0,0.2720791144615085
1233,0,0.07231355743311582
1234,0,0.07632879997687637
1235,1,0.8038733733404408
1236,0,0.08073800785793232
1237,1,0.621856169773129
1238,0,0.22429126189943935
1239,1,0.5871063557457843
1240,0,0.23543106396715965
1241,1,0.7563644399897215
1242,1,0.9105537486260472
1243,0,0.2303531161178204
1244,0,0.25848747890132917
1245,0,0.11623809559483056
1246,1,0.7282293538220167
1247,0,0.2909574362186211
1248,1,0.791931899978905
1249,0,0.08128368652561
1250,0,0.12335002285243536
1251,1,0.5110608275557583
1252,0,0.11257135924694613
1253,1,0.8687406152390048
1254,1,0.7563644399897215
1255,0,0.08361959747620717
1256,1,0.9509252323210949
1257,1,0.5119876908154483
1258,0,0.13241215095972408
1259,1,0.5674594320576495
1260,1,0.9109100106806842
1261,0,0.31335077895847296
1262,0,0.253422148826647
1263,1,0.9362010865936566
1264,0,0.3036008311837566
1265,0,0.14036620786805662
1266,1,0.8117934686774536
1267,1,0.8909119188672749
1268,1,0.5758695138032207
1269,0,0.253422148826647
1270,0,0.2542568980856581
1271,0,0.1517540544836573
1272,0,0.12335002285243536
1273,0,0.13036519156666024
1274,1,0.527199140780383
1275,1,0.5969668565957991
1276,0,0.21346163766365298
1277,1,0.7869030335521091
1278,0,0.09129417338337746
1279,0,0.09753276874152984
1280,0,0.14945743069151346
1281,0,0.14915570397696873
1282,0,0.4729425625011886
1283,1,0.8325693030161614
1284,0,0.12319199455547661
1285,0,0.12957511609926456
1286,0,0.07781311031771053
1287,1,0.9326887901838876
1288,0,0.13781638545447114
1289,1,0.9009335355118262
1290,0,0.09669982433623253
1291,0,0.11341735145211505
1292,1,0.8939466165931759
1293,0,0.16374340642376536
1294,1,0.9549955369124596
1295,1,0.533326950436727
1296,0,0.47055747685028715
1297,0,0.3778239090192096
1298,0,0.24180164732326717
1299,0,0.3673548143222161
1300,1,0.641117186924521
1301,1,0.7116365551787874
1302,1,0.6411097490410403
1303,1,0.9210117990120953
1304,1,0.5290545074772098
1305,0,0.08126956723880649
1306,1,0.9213237821234306
1307,0,0.05965528105646434
1308,0,0.08126956723880649
1309,0,0.13141066207656618
